element_id,sentence_id,sentiment
1,1,0.145478594
1,2,0.080493611
1,3,0
1,4,-0.044753189
1,5,0.137220002
1,6,0.412405933
1,7,0.013390174
1,8,0.113197848
1,9,0.178468147
1,10,0.183386188
1,11,0.080392498
1,12,0.283745432
1,13,0.008539371
1,14,0.378956707
1,15,-0.027186767
1,16,-0.05440072
1,17,0.39411327
1,18,0.295572053
1,19,-0.359430879
1,20,-0.019492188
1,21,-0.154083388
1,22,0.054089075
1,23,0.163703016
1,24,0.000426212
1,25,-0.272406095
1,26,-0.067264864
1,27,-0.015992746
1,28,0.033642744
1,29,0.090814868
1,30,0.037311707
1,31,-0.148825068
1,32,-0.020548296
1,33,0.365896687
1,34,-0.041154515
1,35,-0.009889152
1,36,-0.031008203
1,37,0
1,38,-0.186752206
1,39,0.253940382
1,40,0.076780536
1,41,0.143376153
1,42,0.103076112
1,43,0.583321364
1,44,0.288222242
1,45,0.076601482
1,46,0.244979214
1,47,0.295349194
1,48,0.266261797
1,49,-0.024253563
1,50,0.072500035
1,51,0.10776685
1,52,0.096103153
1,53,0
1,54,-0.139376504
1,55,0
1,56,0.041687882
1,57,-0.039143526
1,58,0.239382971
1,59,0.049960359
1,60,0.271885514
1,61,0
1,62,-0.045528578
1,63,0.286442007
1,64,0.401681346
1,65,-0.085917838
1,66,0
1,67,0
1,68,-0.029936211
1,69,0.072667409
1,70,0
1,71,-0.465401227
1,72,0.107209086
1,73,0.239302392
1,74,0.075261378
1,75,0.097492281
1,76,0.018630859
1,77,0.008760752
1,78,-0.000851288
1,79,0.031968191
1,80,0.072170293
1,81,0
1,82,-0.075898564
1,83,-0.079055135
1,84,0.069682452
1,85,-0.316227766
1,86,0.301758843
1,87,0.359081595
1,88,0.268010084
1,89,0.393852308
1,90,0
1,91,0.09079102
1,92,0.299023773
1,93,0
2,1,0.172242833
2,2,0.086066296
2,3,0.173883039
2,4,0.048437003
2,5,0.05211349
2,6,-0.005797554
2,7,0.102632349
2,8,0.108782164
2,9,-0.016937133
2,10,-0.042531886
2,11,-0.053288278
2,12,0.14643003
2,13,0.209980263
2,14,0.067002521
2,15,0
2,16,0.175400145
2,17,-0.051844508
2,18,-0.160375075
2,19,0.43146261
2,20,-0.025510035
2,21,-0.015807432
2,22,0.651987449
2,23,0.386631078
2,24,0.277777778
2,25,0.278512236
2,26,0
2,27,0
2,28,0
2,29,0
2,30,0
2,31,0.100137938
2,32,0.060504445
2,33,0
2,34,0
2,35,0
2,36,-0.001571143
2,37,0.219358607
2,38,0
2,39,-0.115694382
2,40,0
2,41,0
2,42,0
2,43,0.253940382
2,44,-0.038432088
2,45,0
2,46,0.163587948
2,47,0.004446604
2,48,0.233880017
2,49,0.027763388
2,50,-0.018119406
2,51,0
2,52,0.000753407
2,53,0.296846859
2,54,-0.158403632
2,55,-0.062734234
2,56,0.142711011
2,57,0
2,58,0
2,59,0
2,60,-0.039167646
2,61,-0.075213586
2,62,0.332104397
2,63,0.678239037
2,64,-0.213022523
2,65,0
2,66,0
2,67,-0.215716743
2,68,-0.091466272
2,69,0
2,70,0
2,71,0
2,72,-0.063919257
2,73,0.006095443
2,74,0.118444843
2,75,-0.074977975
2,76,0
2,77,-0.049890897
2,78,0
2,79,0.092634007
2,80,0.098518861
2,81,0.085006794
2,82,-0.077365664
2,83,0.111247831
2,84,-0.061679661
2,85,0.066383185
2,86,-0.091321274
2,87,-0.119773303
2,88,0
2,89,-0.359545821
2,90,0.03928371
2,91,0.132887456
2,92,-0.284453331
2,93,-0.135779223
2,94,-0.396421846
2,95,0
2,96,-0.105000375
2,97,0.017663059
2,98,-0.0680778
2,99,0.001603186
2,100,-0.147752129
2,101,-0.175361771
2,102,-0.079633617
2,103,0.089012205
2,104,0
2,105,0.111093253
2,106,0.165878064
2,107,-0.163528862
2,108,0.304649661
2,109,0.408248291
2,110,-0.013472649
2,111,0.184900065
2,112,0
2,113,0.131874173
2,114,0.109815843
2,115,0.499656058
2,116,0.166633799
2,117,-0.019181811
2,118,0
2,119,0.002866691
2,120,0.162062663
2,121,0.253571679
2,122,0.002416656
2,123,-0.099947898
2,124,0.116515838
2,125,0
2,126,0.169058603
2,127,0.004908495
2,128,0
2,129,-0.0361566
2,130,-0.45
2,131,0
2,132,0
2,133,-0.30397704
2,134,0.21051984
2,135,0.247271987
3,1,-0.059013349
3,2,0.380080271
3,3,0.288675135
3,4,0
3,5,0
3,6,0.021422466
3,7,-0.449050209
3,8,-0.061651994
3,9,0.291554099
3,10,-0.089687596
3,11,0
3,12,0.05386735
3,13,0.085639754
3,14,-0.107801174
3,15,0.089087081
3,16,0
3,17,0
3,18,0
3,19,-0.040163642
3,20,-0.119700134
3,21,-0.044904317
3,22,-0.089316133
3,23,0
3,24,0
3,25,0
3,26,0
3,27,0
3,28,0.033511778
3,29,0
3,30,0.091294161
3,31,0.01913536
3,32,0.028677859
3,33,0.010471553
3,34,0.126554042
3,35,-0.111111111
3,36,0
3,37,-0.082064133
3,38,-0.080991631
3,39,0.018702937
3,40,0
3,41,0
3,42,-0.003577942
3,43,0.103584301
3,44,0.089087081
3,45,0.087767007
3,46,0.110339514
3,47,-0.062139095
3,48,-0.043816528
3,49,-0.258783952
3,50,0
3,51,-0.340337126
3,52,0
3,53,-0.040881052
3,54,0.073057598
3,55,0
3,56,0.036395655
3,57,0
3,58,0
3,59,0.183925849
3,60,0
3,61,-0.045994132
3,62,0.30303945
3,63,0.143543101
3,64,0.286417216
3,65,0
3,66,0.271054067
3,67,0
3,68,0
3,69,0.079375504
3,70,0
