element_id,sentence_id,sentiment
1,1,0.196320477
1,2,0.108749133
1,3,-0.287782533
1,4,0.311369929
1,5,0.218379153
1,6,0.28695621
1,7,-0.137630228
1,8,0.061775964
1,9,-0.427167781
1,10,0.305365231
1,11,-0.047986946
1,12,0.267694879
1,13,0.011741611
1,14,0
1,15,0.507660579
1,16,0.272896259
1,17,-0.217429188
1,18,0.129098939
1,19,0.0662076
1,20,-0.394615145
1,21,-0.063927311
1,22,0.037680062
1,23,-0.009100967
1,24,0.113964949
1,25,-0.008901191
1,26,0.155363074
1,27,0.009465317
1,28,0.604375166
1,29,-0.010303846
1,30,0.017819148
1,31,0.02066117
1,32,0
1,33,-0.238010758
1,34,0.253940382
1,35,0.006160245
1,36,0.162573276
1,37,0
1,38,0.318425981
1,39,0.540561796
1,40,0.034575396
1,41,0.188185712
1,42,0.347607309
1,43,0.209980263
1,44,0.257305788
1,45,0.57821084
1,46,0.150904937
1,47,-0.052801186
1,48,0.087207568
1,49,0
1,50,-0.037037037
1,51,-0.450327373
1,52,-0.020632815
1,53,0.036968488
1,54,0
1,55,0.257210549
1,56,-0.149276849
1,57,0.149213126
1,58,0.264419717
1,59,0
1,60,-0.045528578
1,61,0.240847406
1,62,0.426742274
1,63,0
1,64,0.106150211
1,65,0
1,66,0.063314422
1,67,0
1,68,0.210704847
1,69,0.15966436
1,70,0.245623373
1,71,0.104296729
1,72,0.41141704
1,73,0.021242448
1,74,0
1,75,-0.024700974
1,76,0.25267434
1,77,0.155702765
1,78,-0.079273465
1,79,-0.082916548
1,80,0.000807517
1,81,0.131860093
1,82,0.530057597
1,83,0.318074743
1,84,0.393852308
1,85,0
1,86,-0.031687957
1,87,0.08904351
1,88,-0.334026038
2,1,0.155391017
2,2,0.083880013
2,3,-0.095197188
2,4,0.006843755
2,5,0.037766807
2,6,0.014995814
2,7,-0.036278523
2,8,0
2,9,0.047316148
2,10,0.05284017
2,11,0.303366488
2,12,0.134735158
2,13,0.196731409
2,14,0
2,15,-0.005920965
2,16,-0.127326085
2,17,0
2,18,-0.248484394
2,19,-0.175682092
2,20,0.72615127
2,21,0.107387697
2,22,0.718439085
2,23,0.314414874
2,24,0
2,25,0.311386146
2,26,-0.089274277
2,27,-0.178303449
2,28,0.736891928
2,29,0
2,30,0.004320965
2,31,0.434122217
2,32,0
2,33,0
2,34,-0.001571143
2,35,0.00669401
