element_id,sentence_id,sentiment
1,1,0.155555556
1,2,-0.101604475
1,3,0.065015441
1,4,0.220999021
1,5,-0.32434071
1,6,-0.211203431
1,7,-0.091874961
1,8,0.130278351
1,9,-0.045756509
1,10,0.140245555
1,11,0.800812962
1,12,-0.107797156
1,13,0.190975987
1,14,-0.10201368
1,15,0.031785409
1,16,0.246428455
1,17,0.077423822
1,18,0.167082472
1,19,0.561302021
1,20,-0.117093116
1,21,0.014399432
1,22,0.145165956
1,23,0.231936018
1,24,0.510544277
1,25,0.295684512
1,26,0.276923167
1,27,0.154193789
1,28,0.15946129
1,29,-0.053155385
1,30,-0.182856361
1,31,-0.079148099
1,32,0.063559897
1,33,0.042540889
1,34,0.157527043
1,35,0.203834959
1,36,0
1,37,0.301507685
1,38,0.480676528
1,39,0.098027152
1,40,-0.006897022
1,41,-0.043319422
1,42,-0.176723423
1,43,0.380868892
1,44,0.132278117
1,45,0.041559553
1,46,0.122603916
1,47,0.058979284
1,48,-0.019100751
1,49,-0.198143258
1,50,0.133545586
1,51,0.880194436
1,52,0.043566666
1,53,0.359536322
1,54,0
1,55,0.217009466
1,56,0.001090164
1,57,0.435566979
2,1,0.175652192
2,2,0.171297111
2,3,0.054387512
2,4,0.146986184
2,5,0.060858062
2,6,-0.02857476
2,7,0.056394334
2,8,0.218019601
2,9,-0.066666667
2,10,0.064455388
2,11,-0.094114044
2,12,-0.060046969
2,13,0
2,14,-0.107134765
2,15,0.750032301
2,16,0.316873689
2,17,0.521317921
2,18,0.178693608
2,19,0.277777778
2,20,0.308729502
2,21,-0.227374462
2,22,0.479471342
2,23,0
2,24,0.036481103
2,25,0.132766369
2,26,-0.072477625
2,27,-0.191757771
2,28,0.082299796
2,29,-0.077290279
2,30,0
2,31,0
2,32,0
2,33,0
2,34,-0.107162544
2,35,0
2,36,-0.15405605
2,37,-0.022664573
2,38,0.156029981
2,39,-0.003584017
2,40,-0.136446659
2,41,0.250383763
2,42,0.08152624
2,43,0.178877597
2,44,-0.006995475
2,45,-0.071133935
2,46,0.120009351
2,47,0
2,48,0
2,49,0
2,50,0
2,51,0.200498834
2,52,0.38424425
2,53,0.145907242
2,54,-0.019147265
