element_id,sentence_id,sentiment
1,1,0.10172127
1,2,0
1,3,0.097108042
1,4,-0.039866387
1,5,0.22252712
1,6,0.060103901
1,7,0.145779417
1,8,-0.275791382
1,9,0.446735994
1,10,0.138838995
1,11,-0.10172311
1,12,0.233368022
1,13,-0.067568198
1,14,-0.099373377
1,15,-0.148888889
1,16,0.470639674
1,17,0.143217072
1,18,-0.218514471
1,19,0.264635415
1,20,0
1,21,0.251851852
1,22,-0.048246492
1,23,-0.101430103
1,24,0
1,25,0.542752064
1,26,0.092955781
1,27,0
1,28,0.018915198
1,29,-0.121515159
1,30,0.130481719
1,31,0.313622323
1,32,0.280659414
1,33,0.00758393
1,34,-0.06975443
1,35,0
1,36,-0.136082763
1,37,0
1,38,-0.059969727
1,39,0
1,40,0.135001316
1,41,0
1,42,0.263605733
1,43,0.119616794
1,44,0.025168306
1,45,0
1,46,-0.036158554
1,47,-0.116130931
1,48,-0.25819889
1,49,0.26800834
1,50,-0.006517103
1,51,-0.042518864
1,52,-0.445283583
1,53,0
1,54,0.106889344
1,55,0
1,56,0.045686632
1,57,-0.144573585
1,58,0.080985534
1,59,0.040951588
1,60,0
1,61,0
1,62,0.250541947
1,63,0.017742985
1,64,0.392792202
1,65,-0.098678175
1,66,-0.094638215
1,67,0.189253487
1,68,-0.006718234
1,69,0.076766133
1,70,0.114149266
1,71,0.07019877
1,72,0
1,73,-0.001291666
1,74,-0.256490203
1,75,-0.288615816
1,76,0.118644068
1,77,0.229663039
1,78,0.086066296
1,79,0.016708605
1,80,0.394506979
1,81,0
1,82,0.393852308
1,83,0
1,84,0.028507127
1,85,0.1864954
1,86,-0.091709364
2,1,0.247720179
2,2,0.146686603
2,3,0.072718987
2,4,0.054742692
2,5,0
2,6,0.048091518
2,7,-0.04883146
2,8,-0.084794992
2,9,0.055771754
2,10,0.378536109
2,11,0.185185185
2,12,0.036382465
2,13,0.290225395
2,14,0.019472355
2,15,0.042553491
2,16,-0.159682364
2,17,-0.071428772
2,18,-0.044568367
2,19,0
2,20,0.102809679
2,21,0.550089987
2,22,0.214640594
2,23,0.296681883
2,24,0.447213596
2,25,0.508758878
2,26,-0.003650478
2,27,-0.070341534
2,28,0
2,29,0
2,30,0
2,31,0.086172199
2,32,0
2,33,0
2,34,0
2,35,-0.110711401
2,36,-0.032132543
2,37,0
2,38,0
2,39,-0.094204875
2,40,0
2,41,0
2,42,0
2,43,0.253940382
2,44,0
2,45,0
2,46,-0.018310372
2,47,-0.026969597
2,48,0.132807799
2,49,0.078988158
2,50,0.046366272
2,51,0
2,52,0.03779959
2,53,-0.214214449
2,54,-0.014257475
2,55,0.099353565
2,56,-0.154083388
2,57,0
2,58,0.071144354
2,59,0
2,60,0.205871094
2,61,0.093735458
2,62,-0.101584314
2,63,0
2,64,-0.12468888
2,65,0
2,66,0.199211698
2,67,0
2,68,0.047229638
2,69,-0.003697624
2,70,-0.024226434
2,71,0
2,72,-0.034864022
2,73,0
2,74,-0.059934762
2,75,0
2,76,0.095671991
2,77,0.311969264
2,78,0.024492958
2,79,-0.007951473
2,80,0.135415277
2,81,-0.016219922
2,82,0
2,83,0.180118701
2,84,0
2,85,-0.384370651
2,86,0.039495319
2,87,-0.030503226
2,88,-0.055217308
2,89,-0.078162692
2,90,-0.044023642
2,91,0.149071198
2,92,0.074222503
2,93,-0.425244368
2,94,-0.002099416
2,95,0.029970292
2,96,0.351799671
2,97,-0.138486537
2,98,0.010965878
2,99,0.154635763
2,100,0.072678161
2,101,0
2,102,-0.003699817
2,103,0.249972979
2,104,-0.128469057
2,105,0.136082763
2,106,0
2,107,0.447213596
2,108,0.042993571
2,109,0
2,110,-0.009721911
2,111,0.16936647
2,112,0.499656058
2,113,0.095467521
2,114,-0.109723536
2,115,0.073256167
2,116,-0.059242158
2,117,0
2,118,0.202358959
2,119,0
2,120,-0.07791685
2,121,-0.049886884
2,122,0.04233397
2,123,0.128620062
2,124,0.15291926
2,125,0.051820956
2,126,-0.028447861
2,127,0
2,128,0
2,129,0
2,130,-0.032075015
2,131,0.377238301
3,1,0
3,2,0
3,3,-0.208499723
3,4,0.398525276
3,5,0
3,6,0
3,7,0.164382292
3,8,-0.40824829
3,9,-0.015748349
3,10,0.017249732
3,11,0
3,12,0
3,13,0.205070406
3,14,-0.084017788
3,15,-0.285638751
3,16,0.083333333
3,17,0
3,18,0.01028463
3,19,0
3,20,0
3,21,0.037894644
3,22,0.085235155
3,23,0
3,24,-0.051851038
3,25,0
3,26,0
3,27,-0.30129578
3,28,0
3,29,-0.026948403
3,30,0.248451998
3,31,-0.027869412
3,32,-0.00562813
3,33,0.248451998
3,34,0.158536185
3,35,0.027402643
3,36,0.117207865
3,37,0.066156245
3,38,-0.077964936
3,39,-0.074540689
3,40,0.131618314
3,41,0.267504284
3,42,0
3,43,-0.003204295
3,44,0.087392544
3,45,-0.167506303
3,46,0.058299269
3,47,0.088748755
3,48,0
3,49,0
3,50,-0.258783952
3,51,0.489266963
3,52,-0.088156458
3,53,0.32926807
3,54,0
3,55,0.011614238
3,56,0
3,57,0.037213637
3,58,0
3,59,0.172363193
3,60,0.183925849
3,61,-0.090756866
3,62,0.131134249
3,63,0
3,64,0.115846126
3,65,0
3,66,0
3,67,-0.255555389
3,68,0
3,69,0
3,70,0.254517292
3,71,-0.074074074
3,72,0.009584378
3,73,-0.11932476
3,74,0.034253008
3,75,0.03928371
3,76,0.029776685
3,77,0.090123012
3,78,0
3,79,-0.143443828
3,80,0
3,81,0
3,82,0.026937901
3,83,0
3,84,0.248451998
3,85,0.015569245
3,86,0.406266407
3,87,-0.023887562
3,88,0
3,89,0.178180359
3,90,0.19245009
3,91,0
3,92,0
3,93,0.079739517
3,94,-0.035874389
3,95,-0.009820821
3,96,-0.130597932
3,97,-0.070222904
3,98,-0.189132689
3,99,0
3,100,0
3,101,0
3,102,0
3,103,0.20600805
3,104,0
3,105,0
3,106,0.108437827
3,107,0
3,108,0.058492518
3,109,0.381600044
3,110,-0.323992179
3,111,0.569925358
3,112,0
3,113,-0.007737577
3,114,-0.005260619
3,115,-0.12073326
3,116,-0.072436474
3,117,0.255021237
3,118,0.070677574
3,119,-0.036789673
3,120,-0.024233356
3,121,0.023175421
3,122,0.418566153
3,123,-0.291181266
3,124,0
3,125,0
3,126,0.19245009
3,127,0.163886085
3,128,0.065608061
3,129,0.522967688
3,130,0.240891418
3,131,-0.162104032
3,132,0.008771566
3,133,0.038395709
3,134,-0.005494636
3,135,0.290866615
3,136,0.066778938
3,137,0.027454939
3,138,0.014388298
3,139,-0.080473809
3,140,-0.10098955
3,141,0
3,142,0
3,143,0.016369619
3,144,-0.000318252
3,145,0.074280314
4,1,-0.092511956
4,2,0.241491813
4,3,-0.154602105
4,4,0.01658443
4,5,-0.257421812
4,6,0.373122699
4,7,0.078277226
4,8,-0.121373058
4,9,0
4,10,-0.049308347
4,11,0.012276925
4,12,-0.328000088
4,13,0.044898421
4,14,0.080055397
4,15,-0.051548342
4,16,0.005852046
4,17,0.088804181
4,18,0.306767916
4,19,-0.153110417
4,20,0.077236466
4,21,-0.29787469
4,22,0.091118692
4,23,0.201425443
4,24,0.035869665
4,25,-0.030319566
4,26,0.014438167
4,27,-0.031498401
4,28,0.382467516
4,29,0.007289386
4,30,-0.254558441
4,31,-0.371906385
4,32,0
4,33,-0.089686677
4,34,0.127453186
4,35,0.199142138
4,36,0.312048565
4,37,-0.093293906
4,38,-0.111889149
4,39,0
4,40,0.137862274
4,41,0
4,42,0
4,43,0.030816678
4,44,0
4,45,0
4,46,-0.052333356
4,47,0
4,48,0.0540715
4,49,0
4,50,-0.012943745
4,51,-0.082011254
4,52,0.13824356
4,53,0.265408553
4,54,0
4,55,-0.268347658
4,56,0.009062351
4,57,0
4,58,-0.059526939
4,59,-0.037005271
4,60,-0.021790682
4,61,0
4,62,0.167506303
4,63,0.024892205
4,64,0.103673797
4,65,0.213974357
4,66,-0.164472205
4,67,-0.000319407
4,68,0
4,69,0
4,70,-0.053219178
4,71,0.101839105
4,72,0
4,73,0.096356375
4,74,0
4,75,0
4,76,0
4,77,0.009169708
4,78,0
4,79,0
4,80,0
4,81,-0.144520313
4,82,0
4,83,0.241768594
4,84,0
4,85,0.129130917
4,86,0.146984543
4,87,0.253647078
4,88,0
4,89,0
4,90,0
4,91,0
4,92,0
4,93,0
5,1,0.091215096
5,2,-0.025159132
5,3,-0.313614169
5,4,0
5,5,0
5,6,0.525742551
5,7,0.063504757
5,8,0
5,9,0
5,10,0.056648394
5,11,0
5,12,0.21701256
5,13,0.077874088
5,14,-0.069713547
5,15,0.041273482
5,16,0.204124145
5,17,-0.02472134
5,18,0.013099475
5,19,0.258119037
5,20,0.073252244
5,21,0.009721789
5,22,0.019317887
5,23,0.03149139
5,24,0.059608362
5,25,-0.104346927
5,26,0.198255108
5,27,-0.183532587
